,Date,Close,High,Low,Open,Volume,Return,PDM,MDM,TR,ATR,SMA+DM,SMA-DM,PDI,MDI,DX,ADX,MARKET_STATE,20,50,SMA_SIGNAL,SMA_CROSSOVER,GAIN,LOSS,AVERAGE_GAIN,AVERAGE_LOSS,RS,RSI,RSI_SIGNAL,RSI_CROSSOVER,FINAL_STRATEGY
10,2024-10-11,62445.08984375,63400.87109375,60046.125,60275.4609375,30327141594,3.6011743668549645,2164.1484375,0.0,3354.74609375,,,,,,,,sideways,,,0,0.0,360.11743668549644,0.0,,,,,0,0.0,0.0
11,2024-10-12,63193.0234375,63448.78515625,62443.26953125,62444.6171875,16744110886,1.1977460447594401,47.9140625,0.0,1005.515625,,,,,,,,sideways,,,0,0.0,119.77460447594402,0.0,,,,,0,0.0,0.0
12,2024-10-13,62851.375,63272.65234375,62035.63671875,63192.9453125,18177529690,-0.5406426515387475,0.0,407.6328125,1237.015625,,,,,,,,sideways,,,0,0.0,0.0,54.06426515387474,,,,,0,0.0,0.0
13,2024-10-14,66046.125,66482.4921875,62442.15234375,62848.3984375,43706958056,5.0830232433260125,3209.83984375,0.0,4040.33984375,2105.8459821428573,606.5385044642857,283.96065848214283,28.802605205110343,13.484398236626566,36.22438508699067,,sideways,,,0,0.0,508.30232433260124,0.0,,,,,0,0.0,0.0
14,2024-10-15,67041.109375,67881.6796875,64809.1953125,66050.3671875,48863870879,1.5064992457922477,1399.1875,0.0,3072.484375,2045.1875,706.48046875,283.96065848214283,34.54355499190172,13.884333758256535,42.659760247296916,,sideways,,,0,0.0,150.64992457922477,0.0,106.86043386338638,35.52645529346595,3.007911512158102,75.04934934400437,-1,-1.0,-1.0
15,2024-10-16,67612.71875,68375.2890625,66758.7265625,67042.4609375,38195189534,0.8526251733136592,493.609375,0.0,1616.5625,1992.0320870535713,741.73828125,270.22293526785717,37.2352577084795,13.565189889463367,46.59421115016836,,sideways,,,0,0.0,85.26251733136591,0.0,112.95061367276966,33.128682438784494,3.409450825020914,77.321438889269,-1,0.0,0.0
16,2024-10-17,67399.8359375,67912.2109375,66647.390625,67617.078125,32790898511,-0.31485616380424464,0.0,111.3359375,1264.8203125,1968.7882254464287,741.73828125,269.73660714285717,37.67486373918194,13.700641016465525,46.66469524093784,,sideways,,,0,0.0,0.0,31.485616380424464,111.45899741299839,35.37765503738624,3.1505479177523563,75.90679544445473,-1,0.0,0.0
17,2024-10-18,68418.7890625,68969.75,67177.8203125,67419.109375,36857165014,1.5118035686984221,1057.5390625,0.0,1791.9296875,1953.493861607143,746.0658482142857,269.73660714285717,38.19135871768217,13.807906563931786,46.891916687084326,,sideways,,,0,0.0,151.18035686984223,0.0,106.87991299181965,35.37765503738624,3.0211135497497383,75.13126680886103,-1,0.0,0.0
18,2024-10-19,68362.734375,68668.0078125,68024.640625,68418.9765625,14443497908,-0.08192879217548965,0.0,0.0,643.3671875,1950.7742745535713,746.0658482142857,269.73660714285717,38.24460153828,13.827156255922308,46.89191668708434,,sideways,,,0,0.0,0.0,8.192879217548965,106.62129288656585,35.962860695782595,2.9647611681533848,74.77779978192842,-1,0.0,0.0
19,2024-10-20,69001.703125,69359.0078125,68105.71875,68364.1796875,18975847518,0.9346740674458287,691.0,0.0,1253.2890625,1959.836216517857,753.3839285714286,269.73660714285717,38.441167798705386,13.763221889128685,47.2717831913046,,sideways,63840.1654296875,,0,0.0,93.46740674458287,0.0,104.91104078707554,35.962860695782595,2.9172051043030227,74.47159458406946,-1,0.0,0.0
20,2024-10-21,67367.8515625,69462.734375,66829.8515625,69002.0,37498611780,-2.3678423698328066,0.0,1275.8671875,2632.8828125,1984.2452566964287,647.3741629464286,360.86997767857144,32.6257130141383,18.1867627734378,28.416151775526938,,sideways,64166.7076171875,,0,0.0,0.0,236.78423698328066,104.91104078707554,46.25503225276059,2.2681000461482594,69.40118154648945,0,0.0,0.0
21,2024-10-22,67361.40625,67801.578125,66581.3671875,67360.703125,31808472566,-0.009567341618454961,0.0,248.484375,1220.2109375,1976.3501674107142,647.3741629464286,356.5482700892857,32.75604564521965,18.040743789670234,28.968960478124583,,sideways,64503.138671875,,0,0.0,0.0,0.9567341618454961,104.91104078707554,45.12183459685158,2.3250615079023365,69.92536836917448,0,0.0,0.0
22,2024-10-23,66432.1953125,67402.7421875,65188.03515625,67362.375,32263980353,-1.379441121005398,0.0,1393.33203125,2214.70703125,1977.8133370535713,647.3741629464286,346.861328125,32.731812998634545,17.537617004936035,30.225518754876045,,sideways,64786.7783203125,,0,0.0,0.0,137.9441121005398,104.91104078707554,37.15729815231479,2.823430281637415,73.84547575504,-1,-1.0,-1.0
23,2024-10-24,68161.0546875,68798.9609375,66454.1015625,66653.703125,31414428647,2.602442034118191,1396.21875,0.0,2366.765625,1979.616908482143,747.1040736607143,245.47516741071428,37.73983089655215,12.4001349129176,50.53792034865874,,sideways,65091.4572265625,,0,0.0,260.24420341181906,0.0,123.49991245934834,33.53056028553672,3.683204557503906,78.6470997001893,-1,0.0,0.0
24,2024-10-25,66642.4140625,68722.15625,65521.79296875,68165.296875,41469984306,-2.2280180844656217,0.0,932.30859375,3200.36328125,1968.589564732143,592.5220424107143,312.06863839285717,30.098810489800403,15.852397268768359,31.003348803983155,,sideways,65319.08046875,,0,0.0,0.0,222.80180844656218,97.7772384103843,49.444975174576875,1.9774959551533646,66.4147318732968,0,0.0,0.0
25,2024-10-26,67014.6953125,67317.921875,66360.59375,66628.734375,19588098156,0.558625096700216,0.0,0.0,957.328125,1965.1476004464287,589.099609375,312.06863839285717,29.977372144523518,15.880162809244638,30.741315139357482,,sideways,65528.867578125,,0,0.0,55.862509670021595,0.0,93.21208878138984,49.444975174576875,1.8851680772875927,65.3399741986567,0,0.0,0.0
26,2024-10-27,67929.296875,68221.3125,66847.2265625,67023.4765625,16721307878,1.364777618155344,903.390625,0.0,1374.0859375,1974.9383370535713,653.6275111607143,282.95200892857144,33.09609717414607,14.327131314424236,39.577579295862215,39.47639020623259,trending,65813.4994140625,,0,0.0,136.4777618155344,0.0,102.9605003396423,45.58324194930011,2.2587357971194755,69.31325329031156,0,0.0,0.0
27,2024-10-28,69907.7578125,70212.265625,67535.1328125,67922.671875,38799856657,2.912529686772203,1990.953125,0.0,2677.1328125,1877.56640625,566.5641741071429,282.95200892857144,30.175453300675652,15.070146546438373,33.3851397821633,39.27358697017349,trending,66202.2888671875,,0,0.0,291.2529686772203,0.0,87.4569749356865,45.58324194930011,1.9186212124394397,65.73724621276973,0,0.0,0.0
28,2024-10-29,72720.4921875,73577.2109375,69729.9140625,69910.046875,58541874402,4.023493905417541,3364.9453125,0.0,3847.296875,1932.91015625,706.9754464285714,282.95200892857144,36.575701366283894,14.638652914811153,42.83378900194481,39.28601759550548,trending,66809.2083984375,,0,0.0,402.34939054175413,0.0,105.43550821872432,45.58324194930011,2.3130322396988525,69.81617057578353,0,0.0,0.0
29,2024-10-30,72339.5390625,72905.296875,71411.734375,72715.3671875,40646637831,-0.5238593875544262,0.0,0.0,1493.5625,1924.1244419642858,671.7176339285714,282.95200892857144,34.91030098047263,14.70549423714578,40.72252929678368,38.86661174883515,trending,67412.4603515625,,0,0.0,0.0,52.385938755442616,99.34532840934105,49.32509471754601,2.0140930084012947,66.82252348508615,0,0.0,0.0
30,2024-10-31,70215.1875,72662.3125,69590.5,72335.046875,40627912076,-2.9366396164960396,0.0,1821.234375,3071.8125,2053.1953125,671.7176339285714,405.08761160714283,32.715720216148284,19.729618957385128,24.761211317166204,37.302077182851455,trending,67800.965234375,,0,0.0,0.0,293.66396164960395,99.34532840934105,68.05211937963027,1.4598417994176038,59.34697913350519,0,0.0,0.0
31,2024-11-01,69482.46875,71559.015625,68779.703125,70216.8984375,49989795365,-1.0435331387529279,0.0,810.796875,2779.3125,2123.72265625,596.1791294642857,463.00167410714283,28.072362825238173,21.80141897269656,12.573628119777538,34.850770856615256,trending,68115.4375,,0,0.0,0.0,104.35331387529278,88.54673149006659,75.50592751357975,1.172712320819335,53.97457866751096,0,0.0,0.0
32,2024-11-02,69289.2734375,69867.3515625,69033.71875,69486.0234375,18184612091,-0.27804900426771084,0.0,0.0,833.6328125,2137.313058035714,596.1791294642857,463.00167410714283,27.893860809150755,21.66279162364085,12.573628119777538,32.399464530379056,trending,68437.332421875,,0,0.0,0.0,27.804900426771084,88.54673149006659,76.90678617138133,1.1513513422956783,53.51758774404029,0,0.0,0.0
33,2024-11-03,68741.1171875,69361.65625,67482.5234375,69296.3828125,34868307655,-0.791112711687536,0.0,1551.1953125,1879.1328125,2182.016183035714,546.8219866071429,573.8013392857143,25.060400140863337,26.29684159754569,2.407530885284371,29.194875079949043,trending,68572.08203125,,0,0.0,0.0,79.1112711687536,81.87048815116782,82.55759125486372,0.991677287415342,49.79106272293092,0,0.0,0.0
34,2024-11-04,67811.5078125,69433.1796875,66803.6484375,68742.1328125,41184819348,-1.3523338185854272,0.0,678.875,2629.53125,2181.776785714286,546.8219866071429,531.1590401785714,25.06314991467472,24.345251249186646,1.452989063756966,27.26893488625119,trending,68610.601953125,,0,0.0,0.0,135.2333818585427,81.87048815116782,75.30395874595388,1.0872003213983323,52.088930336593464,0,0.0,0.0
35,2024-11-05,69359.5625,70522.7890625,67458.8671875,67811.171875,46046889204,2.282879023690776,1089.609375,0.0,3063.921875,2313.4704241071427,624.6512276785714,513.41015625,27.000614365737935,22.19220746892171,9.774610842568867,25.897909912282923,trending,68697.944140625,,0,0.0,228.28790236907759,0.0,98.17676689181621,75.23562059153633,1.3049239990300638,56.61462154844105,0,0.0,0.0
36,2024-11-06,75639.078125,76460.15625,69322.03125,69358.5,118592653963,9.053568676993894,5937.3671875,0.0,7138.125,2665.143136160714,1048.7488839285713,413.88643973214283,39.3505650671863,15.529613930168459,43.405381637268384,26.83932868959666,trending,69109.90625,,0,0.0,905.3568676993895,0.0,162.84511458462975,65.38246972721207,2.490654073852672,71.35207388521633,-1,-1.0,0.0
37,2024-11-07,75904.859375,76943.1171875,74480.421875,75637.0859375,63467654989,0.3513808689745934,482.9609375,0.0,2462.6953125,2671.9952566964284,983.5161830357143,413.88643973214283,36.808305724752785,15.489789463318852,40.76346602064457,26.14115338045279,trending,69484.209765625,,0,0.0,35.138086897459345,0.0,146.7661062621755,65.38246972721207,2.2447317587498796,69.18081140903688,0,0.0,0.0
38,2024-11-08,76545.4765625,77252.75,75648.7421875,75902.8359375,55176858003,0.8439738809541852,309.6328125,0.0,1604.0078125,2557.9698660714284,1005.6328125,347.29296875,39.31370833716924,13.576898358203811,48.660455205587425,27.40237526628167,trending,69893.346875,,0,0.0,84.39738809541852,0.0,152.79449112613398,49.468054838171916,3.0887507427971563,75.54265195153741,-1,-1.0,0.0
39,2024-11-09,76778.8671875,76932.765625,75773.7890625,76556.1875,29009480361,0.30490452928257916,0.0,0.0,1158.9765625,2572.3733258928573,1005.6328125,347.29296875,39.09357955074231,13.500877390316449,48.660455205587425,28.68231384244095,trending,70282.205078125,,0,0.0,30.490452928257916,0.0,150.98220135886513,49.468054838171916,3.0521151853005555,75.32153074948121,-1,0.0,0.0
40,2024-11-10,80474.1875,81474.421875,76565.4296875,76775.546875,82570594495,4.8129393514959595,4541.65625,0.0,4908.9921875,2824.866629464286,1265.5089285714287,347.29296875,44.79889122451854,12.29413683207626,56.93296624628349,29.921984338899613,trending,70937.521875,,0,0.0,481.29393514959594,0.0,175.6119280255838,49.468054838171916,3.550006738693781,78.02201057207488,-1,0.0,0.0
41,2024-11-11,88701.484375,89604.5,80283.25,80471.4140625,117966845037,10.223522760015435,8130.078125,0.0,9321.25,3299.4464285714284,1704.017857142857,347.29296875,51.64556825008524,10.52579504678815,66.13941053045077,32.26157510663443,trending,72004.52578125,,0,0.0,1022.3522760015435,0.0,227.8333071201783,49.468054838171916,4.605665370621592,82.16090447994199,-1,0.0,0.0
42,2024-11-12,87955.8125,89956.8828125,85155.109375,88705.5625,133673285375,-0.8406532091926988,352.3828125,0.0,4801.7734375,3367.6233258928573,1488.8348214285713,347.29296875,44.21025386008208,10.31270231678664,62.171154904613225,33.6428155282536,trending,73080.706640625,,0,0.0,0.0,84.06532091926988,199.09406493862448,55.472720618119766,3.5890445379308082,78.20897156838451,-1,0.0,0.0
43,2024-11-13,90584.1640625,93434.3515625,86256.9296875,87929.96875,123559027869,2.9882636380625716,3477.46875,0.0,7177.421875,3773.61328125,1737.2254464285713,347.29296875,46.03612816025281,9.203194468166597,66.67882939088847,35.496836963546805,trending,74201.862109375,,0,0.0,298.8263638062572,0.0,220.4388052105,51.73086784987385,4.261262460359778,80.99315501679767,-1,0.0,0.0
44,2024-11-14,87250.4296875,91765.21875,86682.8125,90574.8828125,87616705248,-3.6802617869276077,0.0,0.0,5082.40625,3917.227120535714,1737.2254464285713,217.20479910714286,44.34834624015855,5.544861005594138,77.77308250286453,39.283399191096684,trending,75232.262890625,,0,0.0,0.0,368.02617869276077,220.4388052105,57.042454781527915,3.8644691231255495,79.44277217741956,-1,0.0,0.0
45,2024-11-15,91066.0078125,91868.7421875,87124.8984375,87284.1796875,78243109518,4.373133907381366,103.5234375,0.0,4743.84375,4057.55078125,1744.6199776785713,159.29073660714286,42.996873526278094,3.925785410825359,83.26699509468295,44.332925403589925,trending,76434.828515625,,0,0.0,437.3133907381366,0.0,251.6754759775097,49.588646647578436,5.075264057237581,83.53981011230812,-1,0.0,0.0
46,2024-11-16,90558.4765625,91763.9453125,90094.2265625,91064.3671875,44333192814,-0.5573223886622736,0.0,0.0,1669.71875,4117.271205357143,1744.6199776785713,159.29073660714286,42.3732100865393,3.8688424605083926,83.26699509468295,49.38245161608317,trending,77566.2875,,0,0.0,0.0,55.732238866227355,251.6754759775097,51.58345653611103,4.878995958739681,82.99029278097383,-1,0.0,0.0
47,2024-11-17,89845.8515625,91433.0390625,88741.6640625,90558.4609375,46350159305,-0.7869224693816235,0.0,1352.5625,2691.375,4175.288504464285,1744.6199776785713,145.10267857142858,41.784417431590555,3.475273107865061,84.6429656657265,55.25641124325761,trending,78563.1921875,,0,0.0,0.0,78.69224693816234,251.6754759775097,51.553526233925936,4.881828545258444,82.99848436068174,-1,0.0,0.0
48,2024-11-18,90542.640625,92596.7890625,89393.59375,89843.71875,75535775084,0.7755383808848215,1163.75,0.0,3203.1953125,4216.264508928572,1827.7449776785713,96.61160714285714,43.34986511894706,2.2914028979507237,89.95907433114094,61.578274476642186,trending,79454.299609375,,0,0.0,77.55383808848215,0.0,257.21503584097275,41.89399895831574,6.1396630122825,85.99373670326344,-1,0.0,0.0
49,2024-11-19,92343.7890625,94002.8671875,90426.984375,90536.8125,74521048295,1.9892819836786257,1406.078125,0.0,3575.8828125,4252.833147321428,1850.349888392857,96.61160714285714,43.508640576653406,2.2716999185285753,90.07565302504618,67.31406320396198,trending,80454.512109375,71435.405078125,1,1.0,198.92819836786256,0.0,255.11791412660023,41.89399895831574,6.089605205281093,85.89484222259523,-1,0.0,1.0
50,2024-11-20,94339.4921875,94902.0234375,91619.5,92341.890625,71730956426,2.161166598491282,899.15625,0.0,3282.5234375,3977.433035714286,1490.4776785714287,96.61160714285714,37.473356941225326,2.428993933407786,87.8253091350968,70.48691516809258,trending,81660.72734375,72105.454765625,1,0.0,216.1166598491282,0.0,205.88647070872443,41.89399895831574,4.914462114575888,83.09229173122013,-1,0.0,0.0
51,2024-11-21,98504.7265625,99014.21875,94132.6015625,94334.640625,106024505582,4.415154542830901,4112.1953125,0.0,4881.6171875,4150.213169642857,1749.708705357143,96.61160714285714,42.15948997886566,2.3278709597264124,89.53468620923736,73.97057375299208,trending,83111.840234375,72862.89359375,1,0.0,441.51545428309015,0.0,234.91342552198378,41.89399895831574,5.60732876696066,84.86529072080675,-1,0.0,0.0
52,2024-11-22,98997.6640625,99655.5,97222.6640625,98496.4296875,78473580551,0.5004201495724558,641.28125,0.0,2432.8359375,4209.415178571428,1773.3978794642858,96.61160714285714,42.12931735724232,2.295131343533681,89.6672602107335,76.89963125335964,trending,84597.259765625,73627.658828125,1,0.0,50.042014957245584,0.0,232.45947029782857,41.89399895831574,5.548753427170422,84.72991827954532,-1,0.0,0.0
53,2024-11-23,97777.28125,99014.6796875,97232.890625,99006.7421875,44414644677,-1.232738998497518,0.0,0.0,1781.7890625,4253.901785714285,1773.3978794642858,96.61160714285714,41.68873586644195,2.271129236394319,89.66726021073353,79.82868875372722,trending,86049.06796875,74341.854921875,1,0.0,0.0,123.27389984975179,230.281580802953,50.69927751901229,4.542107739436664,81.95632335177868,-1,0.0,0.0
54,2024-11-24,98013.8203125,98647.1796875,95788.078125,97778.09375,51712020623,0.2419161787646784,0.0,1444.8125,2859.1015625,4107.481026785715,1448.993861607143,199.8125,35.27694594711359,4.864599463685463,75.7627694006182,81.17367469332257,trending,87559.18359375,75060.33234375,1,0.0,24.19161787646784,0.0,197.63141528344386,50.6992775190123,3.8981110768162686,79.58396646549731,-1,0.0,0.0
55,2024-11-25,93102.296875,98935.03125,92642.9140625,98033.4453125,80909462490,-5.01105193312582,0.0,3145.1640625,6292.1171875,3891.1143973214284,868.2739955357143,424.46707589285717,22.314275728655478,10.908624947779806,34.33068921933599,78.9016231711001,trending,88746.3203125,75665.99921875,1,0.0,0.0,501.10519331258206,124.60625271190501,86.49250561276816,1.4406595326278817,59.02746832847716,0,0.0,0.0
56,2024-11-26,91985.3203125,94991.75,90770.8125,93087.28125,91656519855,-1.1997304040733403,0.0,1872.1015625,4220.9375,3849.6261160714284,843.1037946428571,558.1886160714286,21.900926719170606,14.499813728431999,20.33231439726401,75.91313456343228,trending,89563.632421875,76260.972421875,1,0.0,0.0,119.97304040733403,124.60625271190501,89.05734271905847,1.3991687704515239,58.31889726491397,0,0.0,0.0
57,2024-11-27,95962.53125,97361.1796875,91778.6640625,91978.140625,71133452438,4.323745271515378,2369.4296875,0.0,5582.515625,3735.7042410714284,763.9581473214286,558.1886160714286,20.450177477174144,14.941991658079864,15.563289715429157,72.26202458661376,trending,90566.516015625,76937.583671875,1,0.0,432.3745271515378,0.0,134.14540723656793,89.05734271905847,1.5062812693586076,60.1002484347691,0,0.0,0.0
58,2024-11-28,95652.46875,96650.203125,94677.3515625,95954.9453125,52260008261,-0.32310787967048116,0.0,0.0,1972.8515625,3513.593191964286,763.9581473214286,558.1886160714286,21.742931113044854,15.88654649456932,15.563289715429155,67.8184679589398,trending,91521.865625,77638.991015625,1,0.0,0.0,32.310787967048114,134.14540723656793,65.07767195293611,2.0613123243496063,67.33427059872253,0,0.0,0.0
59,2024-11-29,97461.5234375,98693.171875,95407.8828125,95653.953125,54968682476,1.8912786163713058,2042.96875,0.0,3285.2890625,3409.410714285714,902.4899553571429,558.1886160714286,26.47055550026974,16.371996888863283,23.57132814983252,63.55449174859334,trending,92555.9984375,78382.731484375,1,0.0,189.1278616371306,0.0,116.41786944363892,65.07767195293611,1.7889064858962964,64.14365253704013,0,0.0,0.0
60,2024-11-30,96449.0546875,97499.34375,96144.21875,97468.8125,31634227866,-1.0388394458550332,0.0,0.0,1355.125,3386.9397321428573,902.4899553571429,558.1886160714286,26.6461769836735,16.480618499765047,23.571328149832528,59.290515538246886,trending,93354.741796875,79062.81078125,1,0.0,0.0,103.88394458550331,116.41786944363892,68.51707950431297,1.6991072924570685,62.95071326750877,0,0.0,0.0
61,2024-12-01,97279.7890625,97888.125,95770.1875,96461.3359375,36590695296,0.8613193542348574,388.78125,0.0,2117.9375,3345.979910714286,930.2600446428571,461.57700892857144,27.802320081601124,13.794972511656113,33.67370012974246,55.649853714248025,trending,93783.65703125,79744.54609375,1,0.0,86.13193542348574,0.0,122.57015054531647,62.89620472301567,1.9487686273773566,66.08753936420564,0,0.0,0.0
62,2024-12-02,95865.3046875,98152.6015625,94482.8671875,97276.0078125,72680784305,-1.454037255458307,0.0,1287.3203125,3669.734375,3379.304129464286,847.1350446428571,553.5284598214286,25.06832803998472,16.37995393771138,20.96196437514268,50.721488717391004,trending,94179.131640625,80404.8246875,1,0.0,0.0,145.4037255458307,117.03059068185347,73.28218511914643,1.5969855496472756,61.49381731693421,0,0.0,0.0
63,2024-12-03,96002.1640625,96297.203125,93629.5625,95854.59375,67067810961,0.1427621551364444,0.0,853.3046875,2667.640625,3314.4296875,746.7008928571429,614.4787946428571,22.528789663972706,18.53950309944106,9.71378719712828,44.981355443968305,trending,94450.031640625,81003.94546875,1,0.0,14.276215513644441,0.0,103.8411633351236,73.28218511914643,1.417004189576124,58.626468075118545,0,0.0,0.0
64,2024-12-04,98768.53125,99207.328125,94660.5234375,95988.53125,77199817112,2.881567529768403,2910.125,0.0,4546.8046875,3404.7354910714284,890.3415178571429,614.4787946428571,26.15009360321742,18.04776894575996,18.331937768436106,40.01754320349254,trending,95025.93671875,81638.49390625,1,0.0,288.15675297684027,0.0,108.9868842728173,73.28218511914643,1.4872220867270824,59.7945030587963,0,0.0,0.0
65,2024-12-05,96593.5703125,103900.46875,91998.78125,98741.5390625,149218945580,-2.2020788503929523,4693.140625,0.0,11901.6875,3906.1690848214284,931.8376116071429,614.4787946428571,23.855537007552304,15.730982998933548,20.52353681830994,35.08817538985486,trending,95302.31484375,82218.1109375,1,0.0,0.0,220.20788503929523,77.45006610973944,89.01131976481038,0.8701147934260655,46.52734668934456,0,0.0,0.0
66,2024-12-06,99920.7109375,102039.8828125,96514.875,97074.2265625,94534772658,3.444474217316973,0.0,0.0,5525.0078125,4127.038504464285,886.0318080357143,614.4787946428571,21.468949395002713,14.889097690224245,18.097373847815938,29.976040649646468,trending,95770.4265625,82868.5284375,1,0.0,344.4474217316973,0.0,98.47902373648601,89.01131976481038,1.1063651678987754,52.524851092293765,0,0.0,0.0
67,2024-12-07,99923.3359375,100563.3828125,99030.8828125,99916.7109375,44177510897,0.002627082989481444,0.0,0.0,1532.5,4109.232142857143,886.0318080357143,614.4787946428571,21.56197988414589,14.953615986650268,18.097373847815945,24.863905909438063,sideways,96274.30078125,83498.619375,1,0.0,0.2627082989481444,0.0,98.4977886149823,80.20604120411382,1.2280594720330156,55.11789462749215,0,0.0,0.0
68,2024-12-08,101236.015625,101399.9921875,98771.515625,99921.9140625,44125751925,1.3136868131795154,836.609375,0.0,2628.4765625,4092.7589285714284,945.7896205357143,511.2779017857143,23.108852415742962,12.492255486060966,29.820973434211712,21.582349054694742,sideways,96808.96953125,84156.085,1,0.0,131.36868131795154,0.0,106.15329314651684,80.20604120411382,1.3235074509708151,56.96161854001471,0,0.0,0.0
69,2024-12-09,97432.71875,101272.5078125,94355.9140625,101237.0625,110676473908,-3.7568614800964073,0.0,4415.6015625,6916.59375,4137.364397321428,945.7896205357143,602.0234375,22.859712843955155,14.550892299690984,22.209799901286413,20.716571246262635,sideways,97063.416015625,84724.7053125,1,0.0,0.0,375.6861480096407,106.15329314651684,71.24753796818943,1.4899222650179451,59.83810362076533,0,0.0,0.0
70,2024-12-10,96675.4296875,98270.15625,94321.2578125,97441.234375,104823780634,-0.7772430783165474,0.0,34.65625,3948.8984375,4117.933035714285,945.7896205357143,470.77734375,22.96758136504423,11.43237006690033,33.53263832643684,21.65945152691783,sideways,97180.212890625,85310.856875,1,0.0,0.0,77.72430783165474,106.15329314651684,68.22977135564092,1.5558207368628472,60.873625228213214,0,0.0,0.0
71,2024-12-11,101173.03125,101913.359375,95747.2265625,96656.0625,85391409936,4.652269534294651,3643.203125,0.0,6166.1328125,4159.619977678572,1036.7734375,470.77734375,24.924715312061018,11.3177969688648,37.54408148564647,23.229508081933357,sideways,97313.628125,85987.089375,1,0.0,465.2269534294651,0.0,108.49989502351166,68.22977135564092,1.590213375594749,61.393141992775554,0,0.0,0.0
72,2024-12-12,100043.0,102524.9140625,99339.953125,101167.8046875,72073983533,-1.1169293200355757,611.5546875,0.0,3184.9609375,4246.19921875,1080.4559151785713,470.77734375,25.44524784441548,11.087029117032051,39.30283004953576,24.92518953436954,sideways,97365.894921875,86659.30546875,1,0.0,0.0,111.69293200355756,108.49989502351166,73.89992450110587,1.4682003500813863,59.48465042689804,0,0.0,0.0
73,2024-12-13,101459.2578125,101888.8046875,99233.28125,100046.6484375,56894751583,1.4156490833941326,0.0,106.671875,2655.5234375,4201.215959821428,934.5295758928571,478.39676339285717,22.244264156622386,11.387102400067796,32.28284446382334,25.5474406996546,trending,97549.99375,87325.26953125,1,0.0,141.56490833941325,0.0,105.10254121653183,73.89992450110587,1.4222279917885305,58.71569466664376,0,0.0,0.0
74,2024-12-14,101372.96875,102618.8828125,100634.0546875,101451.4375,40422968793,-0.08504799301751742,730.078125,0.0,1984.828125,4246.194754464285,986.6780133928571,478.39676339285717,23.236758331809956,11.266481898643232,34.69319505418955,26.341859764251527,trending,97717.951171875,88019.880625,1,0.0,0.0,8.504799301751742,105.10254121653183,67.08712840940933,1.5666573262031385,61.03881925370606,0,0.0,0.0
75,2024-12-15,104298.6953125,105047.5390625,101227.03125,101373.53125,51145914137,2.886101293644905,2428.65625,0.0,3820.5078125,4367.806919642857,1132.3833705357142,478.39676339285717,25.925673716097002,10.952791004598122,40.600612918402035,26.836639249155787,trending,98277.77109375,88765.560625,1,0.0,288.6101293644905,0.0,119.56526935517503,67.08712840940933,1.7822385931547096,64.05771947595173,0,0.0,0.0
